Destination Name,Review Head,Review Body,Rating,Date
National Museum of Ethiopia,Interesting ,This place is a main attraction in the city. Start downstairs with Lucy if you wanna best the crowds/school kids. It’s affordable and easy to navigate. The Lucy restaurant next door has great food that’s varied and has a nice atmosphere.,5,December 2018
National Museum of Ethiopia,Seeing Lucy is the highlight,"Like most museums in Addis, this one is also particularly run down. Nevertheless, seeing Lucy (and Ardy) is well worth it. I also really enjoyed the art gallery.",4,December 2018
National Museum of Ethiopia,You can See Our Mother Lucy!!!,"It's a replica, but the real stuff its actually in Addis in a vault. Interesting museum to know a little about the history of Ethiopia. And also it's soooo Cheap!",4,November 2018
National Museum of Ethiopia,There's alot to see here,"At times the lighting was poor, and the interpretitive signs were not always translated or even present.  It seemed like the museum is under-funded based on the condition of the displays and the building.  Nevertheless I am very glad I went.  I learned a lot...",4,November 2018
National Museum of Ethiopia,Go to see Lucy! (You could skip the rest if limited on time),"It is worth checking out to see Lucy. Although Lucy's display could be upgraded with better display and lightning. The rest of the museum can be skipped if you are limited on time. There are some nice contemporary paintings that are admirable, if you are...",3,November 2018
National Museum of Ethiopia,They could make much more of this!,"Lucy is attracting of course many people, but she was not in a very attractive space or very obvious displayed. They could have made much more of it.
Many art works without any explanation.
Run down at the inside.
Toilets were a shame!",3,November 2018
National Museum of Ethiopia,"Lucy , the oldest skeleton in ethiopia.","There was a group of 31 of us, and because we were such a large group we had a guided tour which was really nice, I learned so much. We also had lunch in the restaurant which was really good.",5,November 2018
National Museum of Ethiopia,Not so many exhibits but nice drawings,"Provided some history information, not so many exhibits, not crowded and good place for spending 1-2 hrs there. The drawings on the 3rd floor are nice, recommended! 展品雖然不是很多，有空來逛逛讀讀歷史介紹還是不錯的，增長知識！3樓的展示作品和圖畫是比較近代的，很美，不要錯過！",3,November 2018
National Museum of Ethiopia,Good visit,"Museum is a bit dated, but worth a visit. We enjoyed the museum/exhibits and would reccomend it to anyone looking to add an informative sightseeing stop.  They have your guides available as well.  We didnt do a guided tour so can't comment on that. I...",4,November 2018
National Museum of Ethiopia,Very interesting and informative,"Enjoyed walking round this museum. It is quite basic but interesting facts and detail about ""Lucy"" and some lovely art work. Only ETB20 entrance fee.",4,November 2018
Mount Bwahit,Spectacular Views!,"1.	Introduction
Mt. Bwahit (or Buahit) is the third highest mountain in Ethiopia and the thirteenth highest in Africa.  It lies in the Simien Mountains, a world heritage site.  It is separated from Ras Dashen, Ethiopia’s highest mountain, by 10 miles and a gorge of...",5,February 2019
Harar Jegol Wall,Beautiful City and Great Tour,"We had a great time touring Harar with Nahom.  It is a beautiful city with a rich history, and Nahom was a fun guide and flexible with us, to make sure that we have the best experience.  He speaks great English and was very informative....",5,August 2019
Harar Jegol Wall,Great city tour with Nahom Amde,"We reached out to Nahom (WhatsApp +251920915134) about a city tour after seeing positive reviews about him. We were not disappointed. He took us on a full day tour of Harar, explaining everything in detail and letting us partake in activities (coffee drinking, museums, hyena...",5,September 2019
Harar Jegol Wall,Fascinating Harar,"Harar was fascinating yet we couldn't wait to leave Harar behind only to wish later that we persevered to stay on for longer. 
The city is a melting pot of cultures but our accommodation was just not up to par. We checked in rather late...",5,September 2019
Harar Jegol Wall,Do not book Abdul as a guide,"I spent 3 days in Harar, which is a gorgeous and a must-visit place. My boyfriend and I had read that Abdul (abdulharar@gmail.com or abdulguide808@yahoo.com) was a pretty good and ""decent"" guide. Please, do yourself a favor and do not book his services. The only...",5,September 2019
Harar Jegol Wall,Harar is an unveiling,"Harar was beyond remarkable. But you will need a guide to access the full glory of the place as mentioned by others. 

Our guide was brilliant! Super cool, super knowledgeable, brilliant at creating access to really local experiences like the chat market and lifestock market...",5,September 2019
Harar Jegol Wall,Harar,"Two days I was to me a guide and the friend. Intelligent, well knows the city and sights, well speaks English everything I recommend. Phone number 251952747434. emajeemaje@yahoo.com",5,July 2019
Harar Jegol Wall,harar + guide,"Harar is great to visit and spend time. the city is alive and historic. it has a very nice feel to it. We stayed in Anisa guesthouse and we fortunate to have Nahom as our guide for one aternoon. we wholehartedly recommend him!  

Details: Nahom...",5,July 2019
Harar Jegol Wall,amezingly build architechure,vary unique history with vary unique place and culture still exist all the gate have there own purpose i invite you to take a trip there,4,July 2019
Harar Jegol Wall,I Live in Harar,It's Most Amazing and Historical Place i know. The Story how it was built is also so amazing. Read IT!,5,June 2019
Harar Jegol Wall,Amazing old city and great tour guide - Emaj / Rewda Guesthouse,"We thoroughly enjoyed ourselves at Harar, thanks to our tour guide Emaj. Not only did he make us feel very safe throughout the whole time we were there, he is a great tour guide who knows all the local places and where to get everything...",5,June 2019
Asni Gallery,Does Not exist,"I was looking for this gallery at the location indicated by TripAdvisor, it has relocated some time ago and as reported by local guides subsequently closed for good. The phone is Off.",1,April 2018
Asni Gallery,Best Vegi and Vegan food in Addis,I love going to Asni's for good simple food and best tea! Great paintings to look at and amazing social service too for artist community!,5,April 2017
Asni Gallery,amazing place for vegan Diet.,"Quite and best place to visit in 4KILO area for lunch, after national museum and cathedral church visit.",5,August 2017
Asni Gallery,Nice atmosphere ,"Nice vegetarian restaurant offering a twist on traditional Ethiopian foods and a range of delicious juices, especially recommend the lemonade with honey 👌🏻
Quiet and peaceful atmosphere away from the madness of the city. No signage on the outside of the restaurant so may be...",5,April 2017
Asni Gallery,Great authentic and modified Ethiopian vegetarian dish with gallery,"Great find in rather quiet place away from the crowded city. They serve authentic and modified Ethiopian vegetarian dish with good coffee. They have gallery displaying art works by Ethiopian artists although not year round. The owner Konjit is very friendly, and all the staff...",5,January 2017
Asni Gallery,I love the place,Asni Gallery is a place I love to have breakfast. I love the quiteness and the serives as well as I could enjoy the art as well.,4,September 2016
Asni Gallery,Authentic Ethiopian food as it used to be,"This Gallery is one of my favourites, a classic old time Ethiopian experience with vegetarian food prepared as only Ethiopians can in dishes of long ago.",5,September 2015
Asni Gallery,disappointed,"We went to see the art work, and there were none on display. You should call ahead and ask if they have any exhibitions.",2,July 2016
Asni Gallery,Some peace and quiet in Addis,"Anyone who knows Addis will know that although it offers many interesting experiences, managing your day with traffic and getting to places can be tough. However when you reach Asni Gallery and Restaurant, it is like a spot where you can relax a bit, Sit...",4,September 2015
Asni Gallery,Hidden spot near Arat Kilo in Addis,Great food and service.  Good coffee.  service is quick.  great little gallery but not always with an exhibition on.  clean toilets.  some lovely postcards of Ethiopian art work to buy.,5,January 2016
Simien Mountains National Park,Beautiful place with Beautiful People,"Ethiopia is the second place I visited after China. The landscaping is almost the same in these two countries. The Simien park was a such amazing place with beautiful mountain, wild animals and falls. we meet American couples in Bahir Dar Airport and they gave...",5,July 2018
Simien Mountains National Park,Great trip experience!!,"We spent 3 trekking days in Simien Mountains with amazing views. The National Park is well preserved having the opportunity to stay close to Geladas (monkeys).
During the trip we met a couple of Catalan couple who recommend us to go to the South and...",5,August 2018
Simien Mountains National Park,Michael Teka,The simien national park is the most beautiful place on earth.The wild animals in the park only found in Ethiopia and no where else. The mountains is such beautiful area and water falls too. The trip was so successful and enjoyable thank to Endalk Mulate....,5,October 2017
Simien Mountains National Park,Great 3 days trekking with Dan,"We met Dan in Gondah and he organised us a trip of a life time and everything went very well. He is knowlegable about the area, places to go and on to the simien mountain trekk trips. He speaks good English and He s a...",5,April 2018
Simien Mountains National Park,Fabulous 2 nights / 3 days/ Trek in Simien Mountains!,"We visited Simien Mountains this past August with another couple and had one of the best trips of our lives. We have traveled to many places but none was like  Simien Mountains.
In the first day walking from Simien lodge to the camp we have...",5,August 2018
Simien Mountains National Park,Three day trek with Nur Hassen,"We did a three day trek arranged through simienmountainstour.com. A driver from Gonder, guide, scout, cook and cooks assistant, a mule and two nights on cots in lodges were all included. The hiking was rigorous and fun, though you should give yourself time to acclimatize....",5,August 2018
Simien Mountains National Park,Simien Mountains with Eshete Berju,"I lived for almost one year in Ethiopia and Simien is definitly a unique place to visit! Last year I visited Simien mountains with my parents. We did a three day trekking with a guide, cook and scout. All the logistics (hiring camping gear, food...)...",5,December 2017
Simien Mountains National Park,3 days treck to simiens,"We had a wonderful treck for 2 nights accompanied by a team of a scout (mandatory) a guide (highly recommended) and a cook (amazing). Left from Gondar via Dobark and back,  stunning view in every point. The patch can change (advise with the organizer) but...",5,September 2018
Simien Mountains National Park,Very nice hiking trip in the Simien Mountains!,I went to the Simiens for a 4 day hike. We had a very nice group and our guide Fitalew was very nice and energetic. We climbed to the peak of Mount Buwahit (4430m) and on the way there we saw incredible landscapes and had...,5,February 2018
Simien Mountains National Park,Extraordinary experience and what you should be equipped with for the hike!,We just back after 4 days trip at Simien mountains NP.The walking trail is well  designed along the cliff edge but a bit slippery. you really need to equipped with proper hiking shoes and sun lotion for the strong sun which appeared for a few...,5,September 2018
Yemrehanna Kristos,Very impressive churc inside a natural cave,The experience inside this church is so impressive and unforgettable. You can think your are out of the time and the space inside this timeless church. The calm and silent is so touching!,5,October 2016
Yemrehanna Kristos,A site well worth a visit!,To hear the history behind this church and to visit it is really amazing and I can say that I´m truly impressed by those who built it and those who keep it alive!,5,October 2016
Yemrehanna Kristos,Amazing Architecture,"It's a beautiful place that reflects a lot of history and architecture that is authentically African. Is a must see for individuals interested in architecture and ancient history. I would also recommend a guide as they will talk you through the history, how the palace...",5,October 2016
Yemrehanna Kristos,Atmospheric,"This cave church takes a bit of getting to - you need a guide and driver, as well as the energy for a stiff uphill walk - but it is worth it. Apart from the fascinating stone and wood construction, it's the quietness of the...",5,October 2016
Yemrehanna Kristos,More than I heard!!,"My friends advise me not to miss visiting Yemrehanna Kirstos Church. They also tell me its architectural and Historical leadership at LALIBELA. Yes they are right, I check it, I believe it but it’s more than what I heard.",5,October 2016
Yemrehanna Kristos,cave dwelling,fairly steep and lovely walk on partly paved and partly dirt trail up to this monastry. fascinating to see and a must. Only downer are the kids and beggars which are prolific at the start of the trail and near the top. Well worth the...,4,October 2016
Yemrehanna Kristos,An impressive church built inside a natural cave,"Walking is a but problematic at such height (2600 meters) but the church is nice, and if you get the chance to be there at a special occasion - local funeral and the such, this becomes a lively place and a part pf living tradition.",4,October 2016
Yemrehanna Kristos,Very worth the ride,The drive to get there is long but the landscape is wonderful and the site fantastic. The church itself sits in a huge cave and is older than those in Lalibela. The inside has frescoes and beatiful wood work. A suggestion: if you have empty...,5,October 2016
Yemrehanna Kristos,Wonderful Day in the Country,Kristos is about 1 1/2 hours from Lalibela. Definately a must for anyone interested in all the Churches. The path up to the location of the Church can be a bit strenuous but well worth the climb. The path and stairs are all cobblestone a...,5,August 2016
