Destination Name,Review Head,Review Body,Rating,Date
National Museum of Ethiopia,For a quick hop only,"I wouldn't plan your afternoon on this museum - it's poorly lighted/laid out, but as it's close to the Ethnological Museum, it's probably ok to have a look-in before/after that!",2,May 2012
National Museum of Ethiopia,Amazing,great to see such old fossils...very educational....,4,April 2012
National Museum of Ethiopia,Museum,"Gives some information on Ethiopia, but need some improvement",3,December 2011
National Museum of Ethiopia,visit your relative lucy,"in addis, i place to go, i visit to lucy and others is a great experience to find your steps in past times",4,April 2012
National Museum of Ethiopia,well organized,"am a museum person ,  i love  history any any thign related !  this is  the first  museum  that  i visit  around the  world  where  we  allowed to take  pictures ! , it  ahs  different  parts ,  underground is  skellets  and  monekys  and  darween  theory...",4,April 2012
National Museum of Ethiopia,Neglected,I don't understand the glowing reviews this museum receives in various guide books including Lonely Planet and Bradt Guide. Perhaps my view is marred by the behavior of the staff. I requested for a guide at the entrance where one of the senior staff informed...,2,March 2012
National Museum of Ethiopia,Interesting,The whole story behind Lucy explained which held interest in what otherwise was a poor museum,3,April 2012
National Museum of Ethiopia,neglected,really a bit neglected even though it has some memorable pieces of history,3,May 2011
National Museum of Ethiopia,Don't Miss Lucy,"A shabby decrepit museum, saved by Lucy's (Denkenesh's) presence. Art unloving hung, dark and essentially uncurated. Impossible to be in Addis without a visit though.",3,April 2012
National Museum of Ethiopia,great place to be,"very informative although i think that the real LUCY is not displayed there , where is LUCY?",4,January 2012
Holy Trinity Cathedral,Interesting,A historical and a most significant cathedral of the Ethiopian Orthodox church in Addis Ababa. It is well worth the visit and a quiet place amid the chaotic city.,4,November 2019
Holy Trinity Cathedral,Rich in history,"Had a view inside the church, the final resting place of the emperor Haile Selasai, the Max crew of Ethiopia, singers & etc",4,November 2019
Holy Trinity Cathedral,Interesting Cathedral,"There are a number of Helier Salasi murals in the cathedral as well as his tomb.
Also a plaque to soldiers killed fighting the Italians.
Outside is Emily Pankhurst's granddaughter's tomb as she worked in Ethiopia",4,October 2019
Holy Trinity Cathedral,A must-see in Addis Ababa ,"There is so much to see here. The tomb of Hailee Salassie, the beautiful stained glass, the Pankhurst memorial.... I could go on. Entrance is 200 Bir and you can also pay on of the local guides to take you round, which is definitely worth...",5,October 2019
Holy Trinity Cathedral,Orthodox Cathedral,"Unusual architecture, nice museum, tombs of Haile Selassie and his wife, Miruts Yifter, Sylvia Pankhurst",4,September 2019
Holy Trinity Cathedral,Very Nice Stained Glass Windows,"I went there.  I saw it.  I don't need to go back again.

The stained glass windows are lovely.

The graveyards are rather ramshackle.",3,October 2019
Holy Trinity Cathedral,Beautiful Catherdral with the tomb of Emperor Haile Selassie,Beautiful Catherdral with stained glass windows and the tombs of Emperor Haile Selassie and his wife. There is also a  graveyard on the grounds and the second oldest Ethiopian church. There is also a museum of Ethiopian Orthodox history which was closed for lunch when...,5,October 2019
Holy Trinity Cathedral,Really Beautiful ,This was a stop on our day tour of  the city. It's spectacular inside with all the decorations and religious paraphernalia one expects in a large church. No problem taking pictures but you have to take your shoes off. Dont miss the nearby cemetery. There...,5,September 2019
Holy Trinity Cathedral,Fascinating,Churches in Ethiopia are very different to other countries and this is typical. Austere and imposing but not ostentatious.,4,October 2019
Holy Trinity Cathedral,Orthodox Cathedral,"This cathedral was built by Haile Selassie and is interesting to visit.  We hired a guide to make it more informative.  I recommend a guide. The only church I have visited so far, that requires you to remove your shoes. We will be visiting other...",4,October 2019
Simien Mountains National Park,Must go! Views are spectacular,"Joined a 3-day trekking tour via ETT. 

First day really doesn't count as we landed Gondar airport around noon and by the time we entered the National Park is already around 4pm. The guide dropped us off to walk around 30 minutes so that the...",5,November 2017
Simien Mountains National Park,Awe inspiring,"I completed a four day trek through the Simien Mountains. The trek was organized by Yalew, and our fantastic guide, Dessu, completed the journey with us. I went with two friends, and none of us is an accomplished hiker by any means. We certainly struggled...",5,May 2017
Simien Mountains National Park,Simien mountains trekking and tours :),"I had the most amazing experience in the incredible Simien Mountains trekking with Afera from Panoramic Simiens. 

He was a great guide and everything was organised perfectly, I just had to show up and hike! It was such a great 4 days and I can't...",5,January 2017
Simien Mountains National Park,Day trip to the Semien mountain has been a transformative experience as the stark contrast between the deep valleys!,"It's been a splendor and amazing experience from the high picks to the deep valleys to the friendly kids with beautiful smiles. The contrasting views , the coexisting fauna and flora makes the Semiens simply breathtaking!",5,November 2017
Simien Mountains National Park,8 Day Trek in Simien Mountains,"Excellent trek in Simien - well organised by Dezy. 7 trekkers accompanied by a team of at least as many to see to our every need. Very knowledgeable guide, extremely patient scout, great cook and a very helpful crew all round. Unbelievable scenery, flowers, many...",5,September 2017
Simien Mountains National Park,Great experience.,"Simien Mountains offer great views. Trekking to Ras Dashen is more difficult than climbing Kilimanjaro. Every day, the route includes 5-10 hours of walking, often going from >4000m peaks to lower valleys and back up. the views of",5,November 2017
Simien Mountains National Park,Walkers Paradise,"Majestic scenery, testing terrain at times so good walking footwear essential. Bird life is abundant;early morning best time for the geladas. Height may affect breathing in some people. Just take it slowly. My three year old granddaughter loved the experience.",5,November 2017
Simien Mountains National Park,Wonderful trek in the Simien Mountains National Park,"The 7-day trek took us through exquisite scenery and to the highest peak in Ethiopia.Our guide Lijalem Meseret was a mine of information. His knowledge of the mountains and Ethiopia really added value to our holiday.

We were extremely fortunate to see the endangered Ethiopian...",5,October 2017
Simien Mountains National Park,Amazing,"Coming from France ,I have visited Ethiopia for the first time last weeks ,and went to Siemen.
I have not very often seen such marvelous landscapes ,in this national park . It's really a beautiful trek ,for one or several days ,with various animals and...",5,November 2017
Simien Mountains National Park,One of our highlights in Ethiopia,We went to the Simien Mountains in the first days in November for a 3-day & 2-night trek. It was one of the highlights in Ethiopia! We were irritated at first since you cannot go on your own (like we're used to do in the...,5,November 2017
Red Terror Martyrs Memorial Museum,Worthwhile visit,We received a tour in English from a survivor of the Red Terror. It was a very informative and heartbreaking account of the recent history of Ethiopia.,5,June 2014
Red Terror Martyrs Memorial Museum,A must see in Addis,"I heard about this part of Ethiopia's history from different sources, some were friends' personal stories, but seeing is believing! Incredibly moving, couldn't stop my tears.",5,June 2014
Red Terror Martyrs Memorial Museum,Sorry no - read the Bradt Guide,Maybe I get more out of reading about thngs than seeing visuals since I found the latter disappointngly poor and not in anyway able to bring over the horror of the time.,2,January 2014
Red Terror Martyrs Memorial Museum,Terribly touching,"A touching memorial of a trying time in Ethiopian history. This is not for the faint-hearted though, with real human remains of the madness that was Mengitsu's Red Terror. An absolute must for those resolute enough to endure these displays.",5,March 2014
Red Terror Martyrs Memorial Museum,Do not miss a visit here,This was the very last thing we did in Ethiopia. Incredibly moving. Very sobering. You will not want to do anything else but go somewhere quiet and reflect after you have been to this memorial. Having a guide who had been imprisoned during the Red...,5,April 2014
Red Terror Martyrs Memorial Museum,Worth a visit,"Small museum, very well worth a visit. Tells the story of Ethiopia's ""Killing Fields"" and more. The guide that I had in the museum was himself tortured by the Derg, and his brother was shot by them. Dispels some of the myths about the previous...",5,May 2014
Red Terror Martyrs Memorial Museum,"Great Museum, good Memorial.",Never thought I would cry again but I did  here just like I did at the Genocide Memorial in Kigali. It will be advisable to go with handkerchief to wipe your tears...,5,May 2014
Red Terror Martyrs Memorial Museum,"Graphic, moving, historical and not to be missed","The guide is part of the story as this museum was established by survivors of the Red Terror days of communism. Graphic photos of the history leading up to the takeover by the communists, exhibits of remains or people (skulls and other bones, personal belongings...",5,May 2014
Red Terror Martyrs Memorial Museum,Very touching,"For anyone who loves history and understanding the people. This museum has a dark history of Ethiopia. Well preserved and documented.
the museum is free, all you need is give a tip at the end of the tour...Very noble",5,May 2014
Red Terror Martyrs Memorial Museum,Very interesting. Don't miss it,"The museum is quite small but the essential is there: the dark days of the history of Ethiopia. 

It's interesting to visit the museum with the guide,  himself a victim of the dictatorship Derg era",5,None
National Museum of Ethiopia,Must see in Addis Ababa,This is the real gem. There are many interesting things inside and very good for learning human history. But it should be improved technologies to make the museum experience more interactive.,3,August 2017
National Museum of Ethiopia,In deer need of museo graphics ,"This is one of the most significant museums in the world (Lucy's remains and local culture are depicted) that is in complete abandonment. Everything is dusty and with no museum technological cases. 
It' s really sad that the show cases are terrible, lighting is poor...",2,August 2017
National Museum of Ethiopia,Sightseeing,As part of the tour of Addis Ababa the National Museum was a must see. We saw the transformative evolution of man and our relationship to many animals.  As well saw the oldest homosapien  - Lucy.  Challenges the discovery in the Olduvia gorge,5,August 2017
National Museum of Ethiopia,Dusty and poorly displayed,"The only thing worth seeing here is the Lucy exhibition.  This is well done and interesting.  The rest of the museum is dusty, poorly lit and has little information.",2,July 2017
National Museum of Ethiopia,A once great museum ,I was happy to have seen this museum but it really needs help. The exhibit needs An upgrade and though complete it leaves me with a lump in my stomach. They question remains; where does one find the money to do the needed upgrade?!? But...,3,August 2017
National Museum of Ethiopia,Lucy bore,"The national museum is worth the ticket to meet Lucy, but for no other reason. A bit sad for it could have been better.",3,August 2017
National Museum of Ethiopia,Worth the trip ,Takes about an hour or slightly more to go through the various floors...was a great experience and you get to meet Lucy 😀 some of the things on display didn't have descriptions which was a bit disappointing however a great place to learn about our...,3,August 2017
National Museum of Ethiopia,History/ Origin of mankind,"Must Visit place during Addis Trip for all the type of travelers . Place has no power back up,so you may have to see the displayed antiques in the mobile light like we did.",5,July 2017
National Museum of Ethiopia,3 year old loved it,Fun place for a quick stop (with a child too). This is my third visit over the last 8 years. And always great to see Lucy and the other bones and other artefacts.,3,July 2017
National Museum of Ethiopia,Ancient hominids a highlight,Only a few signs were translated into English. Signage inadequate. The building was run down and hot.  Fascinating to see the bones of our ancestors Lucy and Ardi!,4,February 2017
Omo National Park and River,Omo Valley - It is an unique experience,5 days Omo Valley - i felt like going back in time. We booked an english speaking guide - Mieraf ( +251911780013 ) and his driver cuba. Both are absolutly recommendable. They took care of our needs and acted always professionell. We even got to...,5,September 2018
Omo National Park and River,Omo Valley Trip,"Omo Valley seemed to me as a unique place in Earth. Not just for the tribal life in the valley, but its' magnificient nature and geography. It made me feel like I am not a part of this crowded, polluted Earth as in nowadays... I...",5,June 2018
Omo National Park and River,Omo Valley and Tribes,"The magnicifent Omo Valley, located in East Africa, which is 760 km long, has small tribes in its own land.These tribes continue to live without technology. Their traditions, customs and many things are more different than us. These tribes are trying to live in a...",5,June 2018
Omo National Park and River,Amazing tour with Mieraf,"We just came back from a 5-day-tour to the Omo Valley with our guide Mieraf. We had a wonderfull time and an unforgetable experience when we visited the tribes of Hamar, Mursi, Konso, Karo and Bonara. Highlight was a bull jumping ceremony of the Hamar...",5,September 2018
Omo National Park and River,"Photographers, look no further!","I recently took a 5-day trip through the Omo Valley with a great guide named Lalo Dessa, and what an amazing journey it was! Lalo Dessa, a Jinka native, is a consummate professional and an expert on this remote and challenging region. As a cultural/wildlife...",5,August 2018
Omo National Park and River,Excellent Guide made for a Wonderful Experience. Highly Recommend!,"While visiting our son (a Peace Corps Volunteer in Ethiopia), we took two great day trips with Gech near Arba Minch. Gech was very punctual and dependable.  He provided a good driver and vehicle, and we felt safe at all times.  He charged a very...",5,September 2018
Omo National Park and River,Visiting southern Ethiopia,"We did a trip to several places in southern Ethiopia including to the lakes and villages, which was one of the best experiences.
One good trip was with Kucha to see the Dorsey villages where they have the Elephant Houses and you can drink and...",5,October 2017
Omo National Park and River,Once in my life Good guide and nice trip,"I read about can't traveling by myself here and l started to do the research finding good guide.l want to do private flexible trip and end up choosing Solomon Gezu. Go Ethiopia Tours. He gave me the best service ,take care of everything the programes...",5,September 2018
Omo National Park and River,5 days with Melak,"I went on a Solo trip to visit Omo Valley, and the surrounding area.  My tour guide was Melak (melakthedragoman@gmail.com), the guide was knowledgeable throughout the entire trip, provided everything I needed, and went above and beyond.  Melak knew everyone in different parts of the...",5,August 2018
Omo National Park and River,Life Changing Adventure - incomparable experiences with Firew Fikadu (Round Omo Valley),"We spent around 10 amazing days with Firew Fikadu (Round Omo Valley Tours) travelling through the Omo Valley.  He took us to learn and stay with many different tribes (Arbore, Banna, Hammer, Karo, Bodi and Mursi) it was mind blowing! Firew was such good company,...",5,October 2017
National Museum of Ethiopia,Worth to vist,"excellent representation from orgin of man kind to recent Ethiopia, i love it but the building must be changed it is small to represent the whole country",5,October 2015
National Museum of Ethiopia,Good for place for Historians/archaeologist to visit,"This is the place where the fossil of Lucy (a famous Hominids) is as well as other archaeological fossils etc. If you find this sort of thing interesting then this is the place for you. However, I don't, so for me I didn't find it...",4,January 2016
National Museum of Ethiopia,Lucy in the sky with diamonds,Worth a visit to trace back the Ethiopean history with masterpieces. Lucy was definitely the attraction.,4,March 2015
National Museum of Ethiopia,"Small and sparse, but worth the visit","For a national museum, it's small in size, but don't let that fool you. You have artwork, national dress, crown jewels, and of course Lucy and Salem. The 10 birr (50 cents USD) price tag means that locals can enjoy the museum's offerings as well....",4,February 2016
National Museum of Ethiopia,A Canadian-Torontian meets Lucy ,"Go ahead and see ....Lucy or Dinkinesh is her Ethiopian name which means "" you are marvellous"" the most talked about celebrity in the country. She is the oldest well preserved human on earth thus far. They found her in 1974. The scientists date her...",5,February 2016
