Destination Name,Review Head,Review Body,Rating,Date
Debre Berhan Selassie Church,One of the most amazing churches I've ever seen!,"It's a crazy beautiful church with a very special ceiling. Definitely worth a visit!

The only reason I rated it 4 out of 5 was because the clerk who had to open the church for us kept us waiting for 30 minutes because he was...",4,October 2019
Debre Berhan Selassie Church,Beautiful church,"Beautiful church with amazing interior artwork. Highly recommended during a visit to Gondar. I recommend contacting Bekele to visit - he is a very nice and knowledgeable local guide. 

WhatsApp: +251 91 819 9690
Email: atakiltebekele@gmail.com",5,October 2019
Debre Berhan Selassie Church,Beautiful,"This is one of the most beautiful churches in Gondar.
Peaceful as you admire the beautiful artwork/ pictures on the ceiling and walls
Women and men use different doors to go into this church.",5,October 2019
Debre Berhan Selassie Church,One of the most Beautiful Ethiopian Churches,Consecrated in1693’ it has remained unscathed from attacks on the city..one time a swarm of angry bees chased away the attackers. Beautiful art graces the walls and ceilings.,4,October 2019
Debre Berhan Selassie Church,Samuel Tadesse - tour guide,"Samuel took us on a wonderful tour around Bahir Dar, the island monasteries, the source of the Nile and arranged a tour to Gonder to visit the castles and churches of the wonderful old city.  He was a friendly, knowledgeable guide with great English language,...",5,November 2018
Debre Berhan Selassie Church,Informative Visit,"We had a very good visit here with a wonderful informative guide. I did enjoy the painting here, they were superb.",4,September 2019
Debre Berhan Selassie Church,really love this church,this church can be reached by walking distance for almost 2 km from fasil ghebbi. so calm inside. and amazing paintings,5,September 2019
Debre Berhan Selassie Church,Very different and interesting,The Debre Berhan Selassie Church is very representative of the Ethiopian religious art and style. It is a must visit in Gonder,4,August 2019
Debre Berhan Selassie Church,Education for the less privileged ,The walls of the church tell the main stories of the bible in a succession of frescoes. Education for the less privileged. A guide is a necessity to understand the intricacies of the compound.,5,September 2019
Debre Berhan Selassie Church,Nice paintings,"I saw a mythical face on Ethiopian Beer bottle cap so often, this is why i was not able to wait until i see the real painting of this face in the church, finally i could reach to this painting and it was magical, a...",5,March 2019
Simien Mountains National Park,Reliable guide for Simien Mountains,"While in Gonder, I met a young guide, Addis, he is very nice and helpful. He organizes very interesting tour in Simien mountains. If you are looking for trekking please contact him, he's a good knoledge of english language
his email :adisgonder@gmail.com
phone number or...",5,January 2019
Simien Mountains National Park,Great trip!,"The simien mountains are amazing. Such a big recommendation from me. And take your time to fully enjoy the experience, you will not regret the extra days there. Our wonderful guide, Robel Jejaw, also really added to the experience. If you want him.to organize your...",5,February 2019
Simien Mountains National Park,Great Group Experience to Simien Mountains,I was a part of a group (~10) that went to the Simien Mountains. It was by far one of the best experiences during our 3 week stay in Ethiopia. The views were breathtaking and it was amazing how close we were able to get...,5,June 2018
Simien Mountains National Park,Refresh place for recharging your life,We have only one day trip for trekking at Simien Mountains National Park. View along the way from Gonder to Simien is very beautiful. the National Park itself is also very nice place. There are various trees and animals. We met baboon which is the...,5,December 2018
Simien Mountains National Park,Great tour! Spectacular views!,"Worth a trip! Super views, animals and friendly people! 
Very good organization with Mensur and his team!  ( call him +251975156015 or mail him mensurmuhammed61@gmail.com) 

You’ll love it!",5,December 2018
Simien Mountains National Park,Spectacular scenery ,"A must visit if in Ethiopia for the breathtaking landscape.  Take altitude sickness pills, it is very high, we went to 4200 m. and you can go higher.  The walking is good but the altitude can make you feel breathless. You can see troupes of...",5,February 2019
