Destination Name,Review Head,Review Body,Rating,Date
Mesganaw,Awesome guide,"Mesganaw is an amazing guide! He is not only 100% acknowledgeable and experienced in his job, he also is a great person to be with. He is very Generous, I was overflown, and I realised I have really met him, he offers so much more...",5,July 2019
Bale Mountains,Amazing time with an amazing guide,"We spent 4 days in Bale National Park, departing from Dinsho. We had an amazing experience. We saw lots of nyalas, reedbucks and warthogs around Dinsho Lodge. We spotted 6 wolves, several big rabbits, and incredible amounts of birds. We had the chance to have...",5,September 2015
Bale Mountains,"Not cheap to visit, but well worth it","We only had one evening, one full day and one morning in the Bale mountains, but loved it. I would love to have had more time for hiking, but it wasn't possible with small kids, so we saw it mostly by 4x4.  As soon as...",5,December 2015
Bale Mountains,Wonderful wildlife,"I was on a bird watching trip and there are some excellent birds in this area as well as some rare mammals.
We managed to see two Ethiopian Wolves as well as Mountain Nyala, Mole rats and Bale mountain Vervet.
Scenery is spectacular in parts",4,November 2015
Bale Mountains,Hiking in Bale Mountains,"Hiking in Bale Mountains, starting from Dinsho, up from elevation 3000m to over 4000m, sleeping in tents, huts and cave, highly recomended to see the nature untouched, plenty of animals, including the Ethiopian Wolf. the Hike is not always easy, a recomended guide is Mohammed...",5,November 2015
Bale Mountains,Bale National Park--the 2nd highest point in Ethiopia,"It was an amazing experience for me to trek in the Bale National Park. We made three days trekking including a visit to Sof Omur Cave. Climbing the 2nd highest point ( Tulu Dimtu) was exceptional and that was unforgettable. Walking through the forest, seeing...",5,November 2015
Bale Mountains,Natural Attraction,"Intimately explore the moorland and afro alpine mountains on foot, following trails that weave past rock pinnacles, waterfalls, alpine lakes and expansive plateaus. Bale Mountains National Park is a tentative contender to become a UNESCO World Heritage Site, given its variety in unique landscapes, eco-systems...",5,January 2015
Bale Mountains,A Must See!,"We just did a drive thru on way to Goba Wabe Shebelle Hotel. 
The scenery was beautiful and saw Warthogs, Nyala, Baboons and an Ethiopian Fox.
The weather cooled the further up we went.
Enjoyed seeing the men on horseback as well.
Truly a must...",5,March 2015
Bale Mountains,Probably my new nr 1 NP,"how to put this other than astonishingly amazing & glorious
As a break in between my internship & volunteering I rushed to the Bale Mountains & decided to do a solo trek (with horse handlers & guide) & it was simply amazing
I would advise...",5,June 2015
Bale Mountains,Unforgettable natural beauty and wildlife,"I spent 4 days in Bale Mountain National Park, with local guide Armaye Negalign, who was excellent. Armaye grew up in this area, and knows the park inside out, and with his help we saw more endemic Ethiopian mammals (including wolves) and birds than I...",5,July 2015
Bale Mountains,Bale mountains discovered from Dodola,"We took a 6 days horses trekking from Dodola through the Dodola-Adala Tour guide Association. We noticed the rainy season because of the roads, state but we went through the rain. Lucky us! Really ik recommend this trekking. Our guide Ayano was perfect. The reception...",5,August 2015
National Museum of Ethiopia,Simple museum with a great deal of history!,This simple and almost low-key museum houses some amazing history with Lucy here--3.2million year old human ancestor.  Enjoyed the art on the top floor that describes some key moments of Ethiopia's history especially its religious heritage as well as the other displays (early tools etc)...,5,February 2015
National Museum of Ethiopia,Natural history section is worth visiting,"The natural history section of this museum is very informative with sufficient descriptions in both English and Amharic. In addition the Lucy's skeleton, the museum also contains species of various other hominid ancestors.  The artefacts and painting on the upper levels are not as well-described...",4,December 2014
