Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
59,2.0,0.1356,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Good little walk
60,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Perfect 360Deg view point
61,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","Old town, Mombasa, Kenya"
62,2.0,0.1334,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",interesting walk about
63,5.0,0.14,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold","Old Town, Old is Gold!"
64,0.0,0.1378,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great history 
65,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Keep Safe in Old Town
66,2.0,0.1356,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",walk through old Mombasa
67,0.0,0.1494,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nice walk down memory lane
68,0.0,0.1422,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Surprisngly Safe
69,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",A world of its own
70,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good place to see the park
71,2.0,0.1422,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Good viewpoint
72,5.0,0.1422,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Beautiful for sunset
73,7.0,0.14,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",The Best View
74,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",breathtaking
75,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nice
76,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",nice to picnic and relax
77,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nice Garden
78,1.0,0.1338,"day, food, trip, guide, quick, spot, real, live, people, feel","Open spaces, family friendly, but not many places to rest!"
79,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Easy Hangout
80,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",nice breathibg space
81,0.0,0.1368,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Exotic Animals You May Never Get to Touch Again
82,3.0,0.1422,"view, kid, educational, city, home, cultural, short, magical, full, part",Great place but a little run down
83,3.0,0.1422,"view, kid, educational, city, home, cultural, short, magical, full, part",Amazing Introduction to Africa!
84,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Amazing place 
85,4.0,0.1394,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Excellent food and an amazing location
86,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",A great experience.
87,1.0,0.141,"day, food, trip, guide, quick, spot, real, live, people, feel",Good Spot for All Round View
88,4.0,0.1473,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Lunch stop on our full day safrai drive
89,1.0,0.1536,"day, food, trip, guide, quick, spot, real, live, people, feel","Live before death ! Amazing, Feels like your in heaven with this view"
90,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Memorable.
91,7.0,0.14,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Nice view of park
92,5.0,0.1557,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold","Rhinos, birds beautiful view"
93,5.0,0.1404,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold","Great lookout within the park, short walk up well worth it."
94,7.0,0.1356,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Beautiful view
95,2.0,0.1501,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Baby elephant orphanage is outstanding!
96,5.0,0.1501,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Excellent price worthy meals
97,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Always a joy
98,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",great food in beautiful surroundings
99,2.0,0.1394,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half","Great sequal to ""Out of Africa"" movie"
100,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","meh, it was ok"
101,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good place
102,0.0,0.1422,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wonderful Restaurant
103,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Great Place for Lunch
104,4.0,0.1494,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",An excellent lunch spot if you are in the area
105,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Family Fun
106,0.0,0.1351,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good for Crocodile Fans
107,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wow and wow
108,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Beautiful
109,7.0,0.1351,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Awesome Crocodile village! A must see!
110,5.0,0.1544,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Worth visiting while in Mombasa
111,4.0,0.1394,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Lovely relaxing lunch spot
112,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Lovely site for lunch
113,4.0,0.1394,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping","Great lunch, beautiful grounds"
114,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",worth a visit
115,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Very interesting visit
116,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",awesome place
117,2.0,0.1378,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Good one time 
118,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Lovely experience for the children
119,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",A good Family Outing Place
120,3.0,0.14,"view, kid, educational, city, home, cultural, short, magical, full, part",The kids loved it
121,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",The Heart of Cool Waters
122,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Nice park close to Nairobi CBD
123,7.0,0.1394,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Nice serine environment to chill in
124,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Only peaceful place in nairobi
125,5.0,0.1378,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Lovely walk
126,2.0,0.1378,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",huge
127,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Could do better
128,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wonderful and Exciting
129,2.0,0.1422,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",best cheese
130,1.0,0.1373,"day, food, trip, guide, quick, spot, real, live, people, feel",A lovely place to visit near Nairobi with excellent food & drink!
131,5.0,0.1422,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Lovely surroundings
132,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",very well done
133,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Pleasant visit
134,5.0,0.14,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Great place for a meal and rest
135,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Amazing Place
136,1.0,0.1742,"day, food, trip, guide, quick, spot, real, live, people, feel",Good to see the live and history of the english colonial people
137,0.0,0.1373,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Beautiful gardens and informative guides
138,7.0,0.1394,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life","small house, beautiful garden"
139,3.0,0.1422,"view, kid, educational, city, home, cultural, short, magical, full, part",Lovely home and gardens
140,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Fascinating Place
141,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Lamu Old Town
142,4.0,0.1368,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",A step back in time and most rewarding to see Lamu Old Town
143,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Charming!!
144,1.0,0.1651,"day, food, trip, guide, quick, spot, real, live, people, feel",A Unique Destination with an Exotic feel
145,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",From Kibera with love - school visis
146,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A slum that is more cheerfull then Hungary
147,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Amazing
148,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Beautiful
149,6.0,0.1394,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Fantastic Paintings and excellent settings
150,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",beautiful
151,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Lovely views
152,1.0,0.1422,"day, food, trip, guide, quick, spot, real, live, people, feel",a fair overview of Amboseli
153,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A special place
154,7.0,0.1452,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life","150 steps up to the top, but the view was great"
155,0.0,0.1378,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Very good spot
156,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great Views
157,7.0,0.1334,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Great view
158,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wow!
159,2.0,0.1416,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",A good team event
160,3.0,0.1394,"view, kid, educational, city, home, cultural, short, magical, full, part",Fun Weekend Activity
161,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",fun
162,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Fun!!!
163,0.0,0.1394,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",great to see the true nature of ones colleagues
164,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great fun
165,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Fun afternoon out!
166,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Awesome family day out
167,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",A good outing and lunch
168,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","Different, fun and tasty"
169,0.0,0.1394,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A wonderful way to spend an afternoon
170,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",The best and Only!
171,2.0,0.1422,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Too Much Fun (and Cheese)!
172,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",very nice experience
173,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wonderful vistas to view.
174,7.0,0.1356,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",A Great View of the Park
175,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Great scenery plus the very needed restrooms
176,3.0,0.1431,"view, kid, educational, city, home, cultural, short, magical, full, part",Short climb to great view
177,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good view and toilet
178,7.0,0.14,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Great view!
179,4.0,0.14,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Great scenery!
180,7.0,0.133,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Great picnic spot with a view of the whole park
181,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",In centre and top of AMBOSELI park.
182,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great views
183,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",beautiful vistas
184,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great views
185,0.0,0.1394,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",take the high road...
186,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Nice experience
187,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wow!
188,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Just wonderful!
189,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","Fantastic place, inspiring visit"
190,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Perfect Sunday afternoon with the family!
191,3.0,0.1422,"view, kid, educational, city, home, cultural, short, magical, full, part",Magical
192,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Beautiful site
193,4.0,0.1334,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Extremely interesting 
194,2.0,0.1368,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Stunning Private Collection for Lovers of Africa
195,3.0,0.14,"view, kid, educational, city, home, cultural, short, magical, full, part",very intresting
196,7.0,0.1378,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Wonderful View
197,3.0,0.14,"view, kid, educational, city, home, cultural, short, magical, full, part",Good for Kids
198,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good outing
199,3.0,0.1394,"view, kid, educational, city, home, cultural, short, magical, full, part","A good, green and quietly plave"
200,5.0,0.1422,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Old is Gold 
201,4.0,0.1334,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Get off the beach and take a look around the Old Town of Mombasa!
202,0.0,0.1356,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Rich history
203,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Old town
204,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Best Swahili Food
205,4.0,0.14,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Great place for lunch...and artwork!
206,3.0,0.14,"view, kid, educational, city, home, cultural, short, magical, full, part",nice if you have seen the film
207,5.0,0.1368,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",The place worth to see and learn a history
208,2.0,0.1422,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Nice tour
209,2.0,0.1416,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Excellent food. Very affordable.
210,7.0,0.1466,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",High quality food and service.
211,0.0,0.1373,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Well maintained and interesting - designed to be a comfortable visit
212,3.0,0.1334,"view, kid, educational, city, home, cultural, short, magical, full, part",Cheap but thats it
213,0.0,0.14,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","A good place to see crocodiles, and some other animals"
214,1.0,0.14,"day, food, trip, guide, quick, spot, real, live, people, feel","Beautiful place, but the food..."
215,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wow!
216,1.0,0.1368,"day, food, trip, guide, quick, spot, real, live, people, feel",Wonderful way to end a cultural trip to Kenya/Africa
217,0.0,0.1515,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Fascinating mosaic of African art and history
218,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","Wow, a must see...!!"
219,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",A collection and museum like no other.
220,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Good lunch
221,0.0,0.1394,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Wonderful Restaurant with amazing views.
222,1.0,0.1356,"day, food, trip, guide, quick, spot, real, live, people, feel",good food
223,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A dream come true
224,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A lovely place.
225,5.0,0.1394,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold","Lovely meal, lovely view, lovely service"
226,7.0,0.1422,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Light lunch
227,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",A nice lunch in the garden
228,6.0,0.1419,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Stay at a memorable and historical cottage hotel
229,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Loved it
230,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",.......and a fun Sunday afternoon
231,3.0,0.1356,"view, kid, educational, city, home, cultural, short, magical, full, part",Snakes and more
232,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Enjoyable
233,0.0,0.148,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Fun to hold a crocodile
234,3.0,0.1356,"view, kid, educational, city, home, cultural, short, magical, full, part",fun for kids
235,0.0,0.1422,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",The staff was excellent.
236,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",recreational and fun
237,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nice closeup with the crocodile.
238,0.0,0.1422,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high","Entertaining, informative and exciting"
239,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",excellent
240,1.0,0.1422,"day, food, trip, guide, quick, spot, real, live, people, feel",Great trip!
241,3.0,0.1587,"view, kid, educational, city, home, cultural, short, magical, full, part",Bio-Ken also runs fantastic Snake Safaris!
242,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Fascinating.
243,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",excellent
244,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Love this place
245,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Great experience 
246,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nice place
247,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Been attacked in Old Town
248,2.0,0.1422,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Great Tour
249,5.0,0.1422,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",A slice of Zanzibar Around the Old Fort
250,2.0,0.1368,"tour, walk, cheese, time, coffee, set, viewpoint, average, food, half",Get a guided tour for a better experience
251,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Charming and historic
252,5.0,0.1557,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Worth the short climb
253,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",New and Improved
254,7.0,0.14,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Great view
255,6.0,0.1422,"experience, tea, amboseli, top, stunning, world, unique, art, story, historical",Good information
256,3.0,0.1416,"view, kid, educational, city, home, cultural, short, magical, full, part",Nice view from above the Amboseli wildness
257,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Great Picnic Stop!
258,4.0,0.1394,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",most likely your lunch spot
259,5.0,0.141,"worth, walk, farm, visit, meal, small, bird, child, sunset, gold",Worth the walk to the top
260,7.0,0.14,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",good view
261,0.0,0.1394,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Couldnt spend much time here..the wildebeeste were to cross
262,7.0,0.1368,"view, culture, garden, architecture, cool, setting, service, environment, spectacular, life",Nice observation point but very noisy and crowded.
263,1.0,0.1334,"day, food, trip, guide, quick, spot, real, live, people, feel",Too many people!
264,4.0,0.1422,"lunch, family, afternoon, stop, location, history, famous, scenery, collection, shopping",Nice stop in Amboseli
265,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",great for a sundowner
266,0.0,0.1368,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Good place to stretch legs and enjoy the view
267,1.0,0.1351,"day, food, trip, guide, quick, spot, real, live, people, feel",Great to walk around Lamu Old Town with a guide
268,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Nothing special
269,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Very interesting
270,0.0,0.125,"history, informative, spot, spend, make, animal, point, restaurant, crocodile, high",Authentic Swahili Charm!
